plate_barcode,well_description,image_description,object_description,pattern_description,channel_description,Intensity_first_quartile,Intensity_integrated,Intensity_maximum,Intensity_mean,Intensity_median,Intensity_median_absolute_deviation,Intensity_minimum,Intensity_standard_deviation,Intensity_third_quartile
110000106828,A01,1,45,Cells,Alexa568,0.126145068397803,-0.311197308864598,0.145269121081589,0.100467886329836,-0.00438592368211764,-0.0129088602602899,0.463170330703843,0.183842122795974,0.152406301353459
110000106828,A01,1,88,Cells,Alexa568,-0.361791587086687,0.962860952575439,0.581552303371365,0.190534337640226,0.107027454484463,0.324045965116729,-0.114495996242209,0.404319894649007,0.164359248903246
110000106828,A01,1,440,Cells,Alexa568,-0.161301610013636,1.35172032328934,0.713597828057203,0.26909720939411,-0.0345789425435412,0.130124007397574,0.393073576151596,0.736648036502546,0.208335182669096
110000106828,A01,1,466,Cells,Alexa568,-0.517967597098191,0.171892530273291,0.0438104183680036,-0.134242282258431,-0.21932705261899,-0.0305927397091384,0.173666340837473,0.0628326993383422,-0.105064661782278
110000106828,A01,1,162,Cells,Alexa568,0.614667601337762,0.0382983920173266,-0.0583935725175687,0.50731381286373,0.874438476685191,0.97732353968407,0.679722717552771,0.0868074389192593,0.70132130449327
110000106828,A01,1,194,Cells,Alexa568,-0.203497951707143,-0.622747267152519,-0.429863201588413,-0.323275116458913,-0.268303840896365,-0.228945412227625,0.770876442840075,-0.426617737908552,-0.216398476017907
110000106828,A01,1,28,Cells,Alexa568,-0.0784263586960933,0.291862689441982,-0.174667459640256,-0.072401798733288,-0.102103062798308,-0.0667254782610082,-1.00482936853075,-0.000507961423875466,-0.0459500536762715
110000106828,A01,1,372,Cells,Alexa568,1.02079659216085,0.131956420300377,0.445230722690518,0.810637426748261,0.911592683564599,0.892444142394593,0.197497395964365,0.591826791378279,0.853884758994962
110000106828,A01,1,516,Cells,Alexa568,0.0347013908267262,0.3806792872083,-0.279531040676649,-0.163154441274951,-0.0561674044333268,-0.0465516774956079,-0.674474506537569,-0.288775405567341,-0.0967428089873644
110000106828,A01,1,252,Cells,Alexa568,-0.452305806967915,-0.441311703045292,-0.0310135831909604,-0.206972589450948,-0.35748529418189,-0.226390290551007,0.410508116668227,0.0465919984439311,-0.164968746086326
110000106828,A01,1,44,Cells,Alexa568,-0.246942641225437,0.603862610117917,0.780114378705833,-0.0803672547714678,-0.137080773452343,0.00415985487827924,-0.188087412248824,0.105291150243137,-0.0508870441144139
110000106828,A01,1,431,Cells,Alexa568,-0.212992335521487,1.0752848121186,1.23576514420506,0.0384943964036342,-0.283227068854685,-0.246844307380434,-0.754868841971603,0.896231147666988,-0.222091453402287
110000106828,A01,1,378,Cells,Alexa568,1.6635520274395,1.88772315307819,1.12772962229137,0.964317032801835,0.933316181239755,0.36428845008857,0.874953065977868,1.04896230669,0.438923389466615
110000106828,A01,1,221,Cells,Alexa568,-0.0750622774649095,-0.0804972428770498,-0.263346982411583,-0.258408166537916,-0.138317983983255,-0.189121303200516,0.193592291489171,-0.378884270919472,-0.2213052788166
110000106828,A01,1,311,Cells,Alexa568,-0.331382907447775,0.422380369075532,-0.0180663644923224,-0.116949991595629,-0.120413852230477,0.0581379436860777,-0.0512019995892339,-0.0426079536559376,-0.0331728652874405
110000106828,A01,1,363,Cells,Alexa568,0.348600026427551,-0.229822311452886,0.230709152512094,0.375216144843491,0.320671987625792,0.298874378659402,1.18321531952327,0.398154344245203,0.357850066146029
110000106828,A01,1,345,Cells,Alexa568,0.0239431924011633,0.0936213194975134,0.0204234430115362,-0.149413250337954,-0.157040108341321,-0.182927753941701,-0.00431409374269842,-0.0725741779825513,-0.15969863221837
110000106828,A01,1,50,Cells,Alexa568,0.104272068309653,0.358882594759501,0.667468956357551,0.0554694499387775,0.0925457007876724,0.0754179287269512,-0.262437687488749,0.113035713929393,0.0455815536243494
110000106828,A01,1,100,Cells,Alexa568,-0.574931590214415,2.1190247570757,1.28466581798255,-0.269297851279417,-0.526322567816215,-0.417423215131678,-0.453772461599308,0.627399442536066,-0.424464595279474
110000106828,A01,1,426,Cells,Alexa568,0.235524163952792,-0.320311724088661,-0.474573234419823,0.0349424512599226,0.238357494234818,0.219223836201478,0.381601524114982,-0.27233373208445,0.106982718566384
110000106828,A01,1,329,Cells,Alexa568,0.248049044627954,0.315514112344228,-0.0120673529761196,-0.0536898240787775,-0.109589232321626,-0.230563414597204,0.618219744990669,-0.0148699442267003,-0.119277537275917
110000106828,A01,1,374,Cells,Alexa568,-0.210483594382785,0.658092455514543,0.316348067022202,-0.0956577712616149,-0.166657368011569,-0.0304770379160371,-0.345781203825665,0.0650940453006008,-0.0292338360393849
110000106828,A01,1,520,Cells,Alexa568,-0.0823511227601992,0.129936634891985,-0.399169192103784,-0.106535721348718,-0.00223454794921627,0.0288537847352085,-0.110581361606359,-0.193067202226799,-0.0598866736987067
110000106828,A01,1,143,Cells,Alexa568,-0.566159612537607,1.674489952506,1.47681339062329,-0.0302638932510127,-0.343502008834675,-0.16877917547322,-0.490140200777871,0.873355451029472,-0.201839383784396
110000106828,A01,1,470,Cells,Alexa568,0.524384862963563,0.493178375103481,-0.0772697400615598,0.234691170839841,0.302880004682502,0.295411284694876,0.0597428003472532,-0.000448598759287007,0.350273637194895
110000106828,A01,1,381,Cells,Alexa568,-0.274989080622209,1.02685802270897,0.504592227753924,0.107813771626108,-0.189593218491823,-0.0306654985618316,-0.458458877720205,0.527125597932826,0.0664122385215904
110000106828,A01,1,282,Cells,Alexa568,-0.537143834476186,0.420943491871586,0.100490421250064,-0.0518872753543557,-0.276801451838337,-0.0690281680229333,-0.00551828607652412,0.265696665837733,0.0435615017034093
110000106828,A01,1,304,Cells,Alexa568,0.525608016165803,1.72083969348551,1.80700731383802,0.413294083820286,0.163435888203692,-0.00965837398437406,0.831980763936064,0.929541824219595,0.0545390850797604
110000106828,A01,1,22,Cells,Alexa568,-0.128350764580328,0.371177198023743,-0.0739925656109179,-0.0457525133339806,-0.10440802564261,-0.0201471871790842,-0.289548894691159,0.0334860666930126,-0.0115063170528318
110000106828,A01,1,315,Cells,Alexa568,0.543578750767053,0.136953061010426,0.0507750944651011,0.383184184686505,0.374467732467938,0.39974781390354,-0.0435266666413606,0.269863063079925,0.464778819807036
110000106828,A01,1,278,Cells,Alexa568,-0.419213348205623,1.21247791314412,0.0852291804743568,-0.261646803445531,-0.283649545086866,-0.149907057505451,0.0939806293831167,-0.0785161770275838,-0.20327141957336
110000106828,A01,1,230,Cells,Alexa568,0.525090154731403,-0.493586456851876,-0.959035110016363,-0.271668025556801,0.0664347882296171,-0.188569533238791,0.54195972247203,-0.828286200578736,-0.135661372031556
110000106828,A01,1,135,Cells,Alexa568,0.0614494715459453,-0.314734681164834,-0.21415572998726,-0.13014933398356,-0.0790820496443077,-0.103460153761061,0.249576170334015,-0.204682742449321,-0.0577876093599631
110000106828,A01,1,320,Cells,Alexa568,-0.10197826977995,0.624716583447784,0.203180245118162,-0.0568016190866874,-0.142969689570427,-0.135123866658274,0.439226205874245,0.188092122182048,-0.145045356606855
110000106828,A01,1,341,Cells,Alexa568,-0.343646476687335,0.376013541795033,0.481565893715137,0.0256419478547033,-0.148032283380176,-0.00831717632374264,0.120355429764614,0.431990267559873,-0.0280943375046746
110000106828,A01,1,184,Cells,Alexa568,-0.414543009357027,0.203700996351132,-0.0515344091279663,-0.0799154893565986,-0.0627450845144612,0.128815443361633,-0.0808648669254404,0.00570104300025537,0.0187398565899417
110000106828,A01,1,366,Cells,Alexa568,0.432315450611737,1.81457667186734,0.184192423915446,0.332822257058246,0.49407433268026,0.567365966447993,0.0268177105598138,0.133384536251167,0.392180766259229
110000106828,A01,1,515,Cells,Alexa568,-0.0876835535857852,1.75041894174211,2.60524248819481,0.426266823524626,0.0332614699370473,0.13398723324609,-1.03266680628083,1.63935583482518,0.0529846736403113
110000106828,A01,1,336,Cells,Alexa568,-0.375680509041109,0.578017070390605,0.575691881959055,0.0176238479467241,-0.244156031761,-0.101060875827875,-0.260292270643963,0.512660677649868,-0.0424404911693506
110000106828,A01,1,59,Cells,Alexa568,2.52778503336309,1.95963398436765,3.87769308188697,5.26237291282856,8.04576598336497,6.48114061399534,0.543144854484542,4.97038248411291,4.69151258445934
110000106828,A01,1,529,Cells,Alexa568,-0.377231759924951,0.46069128226453,-0.192441047304341,-0.281907135425425,-0.265102633536127,-0.129969543246269,-1.23229952358081,-0.218487946975427,-0.178016800398467
110000106828,A01,1,352,Cells,Alexa568,0.523985123001077,-0.0542733500470442,-0.453683532707806,-0.0401174152764243,0.283900841979916,0.122830597127648,0.218611224607068,-0.500796195659577,0.0642096002376133
110000106828,A01,1,513,Cells,Alexa568,0.740304575553147,-0.132542499568917,-0.221289003109032,0.293452158460203,0.77454904561015,0.555642660772848,0.600042982639843,-0.19945078435528,0.35349642226974
110000106828,A01,1,68,Cells,Alexa568,-0.214096169009438,0.0548622198765585,-0.626446913657354,-0.429721084141376,-0.266013225111572,-0.268520726446559,-0.224653346463418,-0.570440072640101,-0.325779155123827
110000106828,A01,1,321,Cells,Alexa568,0.895947903764046,0.920637346809725,0.338166587607735,0.535107105121978,0.441062683544563,0.217623626389763,2.81171495806366,0.368599348714275,0.532283421461398
110000106828,A01,1,11,Cells,Alexa568,-0.378801079042484,-0.31098525387693,-0.476861715722458,-0.514690610215167,-0.387458088307531,-0.324816647085029,-0.184460943826729,-0.596608912448984,-0.374260750929874
110000106828,A01,1,459,Cells,Alexa568,-0.334377646233539,0.503020466158008,-0.263442167155646,-0.313076570740967,-0.294251654190013,-0.234599833605303,-0.0183573508188629,-0.221821971401525,-0.270731310608066
110000106828,A01,1,354,Cells,Alexa568,-0.239334921561556,0.734343113818256,-0.227719276882058,-0.235053612713551,-0.259698863498075,-0.209447427659132,0.116555964697378,-0.137812476011217,-0.206793067421457
110000106828,A01,1,204,Cells,Alexa568,-0.307121652644892,0.917180579625721,0.238899227513694,-0.0588510279474731,-0.174586798609688,-0.0249767127984299,0.205440865635799,0.084634748994365,0.00926635820676106
110000106828,A01,1,415,Cells,Alexa568,-0.0521870737617351,-0.17433827738496,-0.830093836177216,-0.398193368302787,-0.129870824239554,-0.198510623275351,-0.426785792598021,-0.752674319118004,-0.265464755487385
110000106828,A01,1,73,Cells,Alexa568,1.10248865796586,2.92097914735654,2.4800318422278,0.917404431459009,0.911711559200523,0.536454724902996,0.421597346997107,1.52038571848628,0.388266370536381
110000106828,A01,1,5,Cells,Alexa568,-0.538807932988863,-0.421409108569003,-0.814604682370638,-0.482165917703041,-0.423569400599364,-0.281526634742152,-1.01041557719297,-0.605553487345047,-0.266567164881428
110000106828,A01,1,180,Cells,Alexa568,-0.388038676362823,0.815698924484949,-0.177343797839886,-0.13970646857604,-0.144751247509342,0.0464663601739711,0.00250546308383238,-0.226717314717057,0.13535101532744
110000106828,A01,1,91,Cells,Alexa568,-0.315893685503914,0.974715978548741,0.0304662709125989,-0.243830637892261,-0.334179336864326,-0.252630584320853,-0.428869828747051,-0.0275720042003065,-0.185323751954852
110000106828,A01,1,220,Cells,Alexa568,-0.0992220127592947,0.768419644264287,-0.0160940026109513,-0.0184412165179691,-0.0996930458442748,-0.0355809602289802,0.153019651595094,0.0487976731237722,0.0166767088566354
110000106828,A01,1,197,Cells,Alexa568,-0.373678971286218,1.09293495703341,3.13307818146197,-0.0014695972388676,-0.392075870719199,-0.305811285601227,0.0733576847783063,1.45722624663756,-0.315590029691241
110000106828,A01,1,377,Cells,Alexa568,0.647280195561984,-0.404054509858473,-0.201595809917323,0.253453599928306,0.307130360476768,0.110821289462705,1.09932696874745,-0.0140662348149375,0.306410863364045
110000106828,A01,1,63,Cells,Alexa568,-0.366569799281631,-0.561427851367907,-0.381411933787287,-0.23385358136336,-0.115803085688568,0.0272388759964609,-0.403864787049772,-0.321534096257078,-0.0891267401171706
110000106828,A01,1,7,Cells,Alexa568,1.66734118515284,1.67867645610612,2.55712478569912,2.93967147963305,4.18109740750146,4.11389456922012,0.464234316606313,2.76554545496187,2.65223240229365
110000106828,A01,1,436,Cells,Alexa568,0.196586426628868,-0.363598810191278,-0.438254671876939,-0.0316898834982016,0.188803171120578,0.183042485839731,0.0939806293831167,-0.313468759986604,0.0464692759321113
110000106828,A01,1,75,Cells,Alexa568,-0.321956177028518,0.626982931814554,0.411300292340681,-0.0796916621633483,-0.126175300242931,0.00212349328629631,0.0445911371282702,0.183467562842356,-0.137941428496841
110000106828,A01,1,110,Cells,Alexa568,-0.189497104455186,0.371886602461561,0.524849271922193,0.440649434016479,0.0718566366137154,0.300929251869388,0.441355146848065,0.758191846846461,0.618383033034676
110000106828,A01,1,120,Cells,Alexa568,-0.289563728307812,0.355615390374827,0.776223806967572,0.115790228433372,-0.0948750089628064,0.0560398265337647,-0.276852297774231,0.599607577120171,0.0249532236226918
110000106828,A01,1,347,Cells,Alexa568,0.676541904987483,1.16261300119862,-0.535073188101,0.0975889791796622,0.272776668081337,0.11985974163425,0.824229674287376,-0.347274586346737,0.242569981743035
110000106828,A01,1,154,Cells,Alexa568,0.484054673403038,-0.109905722127215,0.513998211099037,0.233218382418181,0.349703656690369,0.201878884913141,-0.0636516199698217,0.245421119909432,0.12661455818969
110000106828,A01,1,471,Cells,Alexa568,-0.284582508628567,0.511237447657902,-0.242242905674815,-0.165807008056952,-0.114894964119706,0.0163972551083191,-0.292110246513758,-0.127844476016338,-0.0882966571727741
110000106828,A01,1,287,Cells,Alexa568,0.109232224149273,-0.267365613978672,-0.670357506292295,-0.228391271875492,-0.0806671369532921,-0.136116169650417,0.144555576706769,-0.524138551873723,-0.113358569154232
110000106828,A01,1,146,Cells,Alexa568,-0.362305948392048,-0.08438693336269,0.192768820576234,-0.0859339893344599,-0.172079768205648,-0.0255081651306392,0.34896589276647,0.170105970408745,-0.0849670788235137
110000106828,A01,1,71,Cells,Alexa568,0.108713290603274,0.631168638516492,0.976103953743284,0.479600492477071,0.208502156805149,0.352043508088233,-0.598716836555241,0.902298024961239,0.403728839451501
110000106828,A01,1,281,Cells,Alexa568,-0.0421331422914554,-0.016370736798206,0.233115567991757,0.0925728132875979,0.135245597976933,0.225322469521915,-0.195294636627493,0.144278913723311,0.0916544329372138
110000106828,A01,1,261,Cells,Alexa568,-0.315326254674466,0.468785776553492,0.13590752006582,-0.207219752270668,-0.273964018638959,-0.210539880678575,-0.0961820964948147,0.0393950272392332,-0.23675997197178
110000106828,A01,1,394,Cells,Alexa568,0.02690701338041,0.240978017875734,-0.215554610764006,-0.0728775306676956,0.0423194307764724,0.0558224864260989,0.317494071715105,-0.181421993869816,-0.0558103241186936
110000106828,A01,1,186,Cells,Alexa568,0.0733597169486638,1.6682924937566,0.500696631601021,0.367249272730202,0.189459772444731,0.312785918116868,0.131622825639331,0.494885183230499,0.465668300917641
110000106828,A01,1,285,Cells,Alexa568,-0.351044015179019,0.935248156135125,0.878580344664377,-0.244841135535563,-0.394583268996559,-0.348240649846755,0.555722405157335,0.327320281151205,-0.34282516886468
110000106828,A01,1,269,Cells,Alexa568,0.117205549634329,0.134942714234993,0.111923476769322,0.217959083925148,0.249553561090932,0.368684984447795,-0.208535260342587,0.180513264616438,0.283005167679031
110000106828,A01,1,508,Cells,Alexa568,-0.423781268863941,0.490368521178011,0.750226089935975,-0.081987659536363,-0.290270949539835,-0.12373723162925,-0.881901683793631,0.335265808222632,-0.111808467296019
110000106828,A01,1,144,Cells,Alexa568,-0.514697152201992,0.950201078552886,0.989181109387263,-0.281014395178161,-0.43526961156486,-0.309404027781089,-0.400077598121686,0.422194954212534,-0.380237306987941
110000106828,A01,1,334,Cells,Alexa568,0.0185698952040872,0.984831718444657,0.10789598973205,0.044936189650056,0.0523207501935524,0.114720267650237,-0.522306754388296,0.0384936456888765,0.064186149533032
110000106828,A01,1,203,Cells,Alexa568,-0.407425512721211,-0.460630248481432,0.235279974166135,0.332619776836717,0.0536928651265059,0.31549665778548,0.129952140017767,0.616936447956325,0.60988009554465
110000106828,A01,1,391,Cells,Alexa568,-0.124629291794769,1.07132222509328,-0.156019205127137,0.16105875750161,0.319696229919249,0.50915946957492,-0.335271213430936,0.019152755270494,0.323183588970655
110000106828,A01,1,365,Cells,Alexa568,0.426791521735178,0.141126883145767,-0.385212903464422,0.0230065099301765,0.144883616213136,0.153273630188031,0.917275701813549,-0.255442108623359,0.102653533363558
110000106828,A01,1,423,Cells,Alexa568,0.011782419744209,0.155977838704318,0.220255160012777,0.410624264020373,0.446311762851252,0.657893681465129,0.401772674493405,0.382396484618816,0.537712814983365
110000106828,A01,1,189,Cells,Alexa568,-0.239477023647297,1.17287558430968,0.880646774753224,0.380430497283103,0.221671128280284,0.485919362263221,-0.848339203939219,0.802626778287708,0.290108344955082
110000106828,A01,1,259,Cells,Alexa568,-0.267693108938063,0.222449435150884,-0.320997674289181,-0.297706544021952,-0.20000642464478,-0.136904677621239,0.154923422332381,-0.365856922651708,-0.23219612544219
110000106828,A01,1,437,Cells,Alexa568,-0.166512829163289,0.749291806461951,-0.372089551119145,-0.199495348368605,-0.245298856508482,-0.170643698414255,0.343807168344554,-0.223962229158881,-0.108804493751551
110000106828,A01,1,412,Cells,Alexa568,0.457522780834233,1.79263075274115,1.32346658092596,0.604822804120175,0.169314714082122,0.09759118490463,0.517979576865712,1.25433694689116,0.289031587340523
110000106828,A01,1,360,Cells,Alexa568,0.351178044895083,2.36968641702002,0.963075925709144,1.03973459913535,0.878104964966143,1.18801006682523,0.642492418070703,1.18923167510689,1.13785296122808
110000106828,A01,1,174,Cells,Alexa568,-0.564644308924984,0.463007500893257,0.0454340021329336,-0.383493242010494,-0.428445430082177,-0.285611138806772,-0.80335313049221,-0.160183070209753,-0.295420510667634
110000106828,A01,1,542,Cells,Alexa568,0.736899990576454,1.22670499197747,1.80532357666445,1.2992307319769,1.30705723908511,1.53048981586555,0.295274744436223,1.60622908587401,1.17206951400819
110000106828,A01,1,97,Cells,Alexa568,-0.516982917777885,0.391445678174661,0.608473396160614,-0.0310866799661483,-0.277474344695265,-0.109587432430765,-0.0552967381086815,0.518253521658547,-0.168918420720014
110000106828,A01,1,224,Cells,Alexa568,0.173902973238218,3.53424060525044,2.83877421030769,1.23430962464079,0.397562294009416,0.634030215902029,-0.0572308761375522,2.30747763539234,0.868506232159739
110000106828,A01,1,473,Cells,Alexa568,2.54891799265455,1.04960167729737,2.0895446641676,2.17601916037597,2.31618925413783,1.95949367012405,2.53454267303077,2.03879546509461,1.95193322710147
110000106828,A01,1,225,Cells,Alexa568,-0.58212502546068,-0.551044720655231,0.0343643792728239,-0.0553524875239556,-0.351904288033248,-0.156022463321693,-0.218513661606448,0.299821337107401,0.0760926070895259
110000106828,A01,1,39,Cells,Alexa568,-0.584181398570525,0.388199953044052,0.0395631131901175,-0.161580812725953,-0.271727243742319,-0.0657913522508274,-1.15002782726148,0.0937368196974731,-0.100706821464116
110000106828,A01,1,407,Cells,Alexa568,0.613423068968955,0.23941620601825,0.0751379227988218,0.416150218673061,0.540024968744727,0.501634555384819,0.843155281126413,0.218423152331396,0.395277431799174
110000106828,A01,1,196,Cells,Alexa568,-0.514240968717155,1.67684674522134,0.195515221446714,-0.20308533544321,-0.371049992243457,-0.207592185610592,-0.582561598960663,0.0600402579763952,-0.0919936504645998
110000106828,A01,1,233,Cells,Alexa568,0.604852861118206,-0.581062955747945,-0.482255983109593,0.144401397580194,0.45099216255744,0.403546926343363,0.385229123234104,-0.335539319435433,0.306845873934026
110000106828,A01,1,504,Cells,Alexa568,-0.000111302526826715,2.75565963513816,0.0805203269847179,-0.174372514371737,-0.0697756166534019,-0.0581438299458223,-0.292110246513758,-0.289199093337161,-0.0804234019569434
110000106828,A01,1,79,Cells,Alexa568,0.199644908755656,-0.606311409715531,0.593174332708015,0.521643885730659,0.465753132104656,0.593195509655048,-0.525024142400629,0.724717828307327,0.498813238781567
110000106828,A01,1,283,Cells,Alexa568,-0.271277430270847,1.28701555837097,0.651826837038519,-0.199668995132223,-0.280459189989589,-0.211007219602091,0.32230777201562,0.279953519620397,-0.260174245677681
110000106828,A01,1,302,Cells,Alexa568,0.152913803031626,1.14929019157558,0.665756189232714,0.580226599342413,0.409178629857788,0.564381850147842,0.548796239753967,0.797128785190717,0.560148556613633
110000106828,A01,1,326,Cells,Alexa568,-0.38739197234053,1.42247143952027,0.645863415126035,0.0226152834247016,-0.139651393387536,0.0495985945016405,-0.26146981083358,0.434170513571532,-0.00377851791778476
110000106828,A01,1,87,Cells,Alexa568,-0.163108748709702,0.327327307473941,0.206618479971514,0.0367656693679568,-0.218217756897025,-0.165718771908994,-0.0533716456560276,0.327445927572729,0.0715486833734337
110000106828,A01,1,532,Cells,Alexa568,1.2198395339039,0.246034032452664,0.247627333583274,0.616195241077688,0.601281867724381,0.239882484168668,0.731466967130556,0.318477978236101,0.617818241328552
110000106828,A01,1,92,Cells,Alexa568,-0.432883685524884,0.258312383348544,-0.526070553598031,-0.422281778255774,-0.326918069323297,-0.210966442203265,-0.242143452662521,-0.491522816076867,-0.273409381071237
110000106828,A01,1,348,Cells,Alexa568,0.519972524617692,0.275882312838787,0.150599466749104,0.213969303228962,0.420335859801901,0.27910457263595,0.322464454317942,0.016860906536257,0.168207509525017
