plate_barcode,well_description,image_description,object_description,pattern_description,channel_description,Intensity_first_quartile,Intensity_integrated,Intensity_maximum,Intensity_median,Intensity_minimum
110000106828,A01,1,470,Cells,Alexa568,0.00580463989172131,12.2449839166366,0.0521886236965656,0.00979588786140084,0.000705543905496597
110000106828,A01,1,381,Cells,Alexa568,0.00285343709401786,15.1270771906711,0.067719541490078,0.00543221179395914,0.000518806744366884
110000106828,A01,1,282,Cells,Alexa568,0.00188558988156728,11.8548853396205,0.0569333545863628,0.00465948251076043,0.000682026671711355
110000106828,A01,1,304,Cells,Alexa568,0.00580915564205498,18.8748684257735,0.102483287453651,0.00856031011790037,0.000983824604190886
110000106828,A01,1,22,Cells,Alexa568,0.00339481001719832,11.5861265413114,0.0522760972380638,0.00618701544590294,0.000579674495384097
110000106828,A01,1,315,Cells,Alexa568,0.00587550166528672,10.3212182523566,0.0556063652038574,0.0104302079416811,0.000668330118060112
110000106828,A01,1,278,Cells,Alexa568,0.00232097657863051,16.129502222524,0.0565260052680969,0.00459880335256457,0.000717881717719138
110000106828,A01,1,230,Cells,Alexa568,0.00580724375322461,6.91604117356474,0.0286527574062347,0.0077008088119328,0.000879313738550991
110000106828,A01,1,135,Cells,Alexa568,0.00409553211648017,7.881915555452,0.0485348962247372,0.00641142227686942,0.000773951527662575
110000106828,A01,1,320,Cells,Alexa568,0.00349217443726957,12.9553452490363,0.0596743263304234,0.0058453306555748,0.000842293084133416
110000106828,A01,1,341,Cells,Alexa568,0.00259996135719121,11.6122448201641,0.0671049281954765,0.00580047233961523,0.000727386039216071
110000106828,A01,1,184,Cells,Alexa568,0.00233821896836162,10.6816850161995,0.0528755448758602,0.00655617984011769,0.000654875067993998
110000106828,A01,1,366,Cells,Alexa568,0.00546472950372845,19.3810873084585,0.0591675080358982,0.0114900106564164,0.000693679146934301
110000106828,A01,1,515,Cells,Alexa568,0.00354494899511337,19.0346087359649,0.123789586126804,0.00740686873905361,0.000311887386487797
110000106828,A01,1,336,Cells,Alexa568,0.00248169514816254,12.7031483494793,0.0696173161268234,0.00494874501600862,0.000590217299759388
110000106828,A01,1,59,Cells,Alexa568,0.0132009782828391,20.1644574567908,0.157753527164459,0.0784035697579384,0.000879740808159113
110000106828,A01,1,529,Cells,Alexa568,0.00247596809640527,12.0695400296827,0.0491144992411137,0.00476314267143607,0.000239948509261012
110000106828,A01,1,352,Cells,Alexa568,0.00580316409468651,9.28851566457888,0.0421414785087109,0.00962771847844124,0.000762793119065463
110000106828,A01,1,513,Cells,Alexa568,0.00660179229453206,8.86582952615572,0.0483444966375828,0.0139752235263586,0.000900244398508221
110000106828,A01,1,68,Cells,Alexa568,0.00307824718765914,9.87789338105358,0.0375301204621792,0.00475507415831089,0.000603060005232692
110000106828,A01,1,321,Cells,Alexa568,0.00717641075607389,14.5534411208937,0.0632773488759995,0.0110202883370221,0.0016972339944914
110000106828,A01,1,11,Cells,Alexa568,0.00247017433866859,7.90216403076192,0.0415228120982647,0.00367898307740688,0.000617543584667146
110000106828,A01,1,459,Cells,Alexa568,0.00263418088434264,12.2981353241485,0.0472193546593189,0.00450486084446311,0.000677400035783648
110000106828,A01,1,354,Cells,Alexa568,0.00298506842227653,13.5473743572365,0.0481728613376617,0.00481102406047285,0.000726016878616065
110000106828,A01,1,204,Cells,Alexa568,0.00273480708710849,14.534773132531,0.0606277287006378,0.00556517974473536,0.000758047099225223
110000106828,A01,1,415,Cells,Alexa568,0.00367599818855524,8.64011484757066,0.0320944264531136,0.00596139626577496,0.000530220335349441
110000106828,A01,1,73,Cells,Alexa568,0.00793893705122173,25.3561233573128,0.120447494089603,0.0151905845850706,0.000835940416436642
110000106828,A01,1,5,Cells,Alexa568,0.00187944620847702,7.30582903779577,0.0325078591704369,0.00335901021026075,0.000319905753713101
110000106828,A01,1,180,Cells,Alexa568,0.00243607012089342,13.9867297566379,0.0495174713432789,0.00582954473793507,0.000684918079059571
110000106828,A01,1,91,Cells,Alexa568,0.00270242168335244,14.8454883471713,0.0550642870366573,0.00415107212029397,0.000529469340108335
110000106828,A01,1,220,Cells,Alexa568,0.0035023502423428,13.731401871948,0.0538215115666389,0.00622879364527762,0.000739156792405993
110000106828,A01,1,197,Cells,Alexa568,0.00248908461071551,15.4839202684234,0.137878447771072,0.00363806611858308,0.000710450112819672
110000106828,A01,1,377,Cells,Alexa568,0.00625835626851767,7.3995511282701,0.0488701425492764,0.00983354914933443,0.00108016445301473
110000106828,A01,1,63,Cells,Alexa568,0.00251533091068268,6.54966927290661,0.0440705344080925,0.00608604680746794,0.000538480060640723
110000106828,A01,1,7,Cells,Alexa568,0.0100243119522929,18.6471693118801,0.122505240142345,0.0441597551107407,0.000851304910611361
110000106828,A01,1,436,Cells,Alexa568,0.00459444324951619,7.61802882445045,0.0425533019006252,0.00878508295863867,0.000717881717719138
110000106828,A01,1,75,Cells,Alexa568,0.00268003961537033,12.9675844779704,0.0652294158935547,0.0059941413346678,0.000700083910487592
110000106828,A01,1,110,Cells,Alexa568,0.00316906429361552,11.5899576219381,0.0682602375745773,0.00774885038845241,0.000843060261104256
110000106828,A01,1,120,Cells,Alexa568,0.00279962905915454,11.5020862722886,0.0749698653817177,0.00627148500643671,0.000584249792154878
110000106828,A01,1,347,Cells,Alexa568,0.00636638735886663,15.8602108452469,0.0399690456688404,0.00952915009111166,0.000981031451374292
110000106828,A01,1,154,Cells,Alexa568,0.00565574516076595,8.98807759070769,0.0679706037044525,0.0102107799611986,0.000661077967379242
110000106828,A01,1,471,Cells,Alexa568,0.00281801918754354,12.3425104604685,0.0477852001786232,0.00609409343451262,0.000578751496504992
110000106828,A01,1,287,Cells,Alexa568,0.0042719409102574,8.13772832730319,0.0363580696284771,0.00639737723395228,0.000736106710974127
110000106828,A01,1,146,Cells,Alexa568,0.00253107259050012,9.12588972161757,0.0593964271247387,0.00558739388361573,0.00080976722529158
110000106828,A01,1,71,Cells,Alexa568,0.00427002506330609,12.9901890445617,0.0803050175309181,0.00895963050425053,0.000468263926450163
110000106828,A01,1,281,Cells,Alexa568,0.00371311622438952,9.49320562643698,0.0604733526706696,0.00831052334979177,0.00061363959684968
110000106828,A01,1,261,Cells,Alexa568,0.00270451657706872,12.1132536838413,0.0578786991536617,0.0046846242621541,0.000649355410132557
110000106828,A01,1,394,Cells,Alexa568,0.00396800506860018,10.8829965211335,0.0484975576400757,0.00748712895438075,0.000798426161054522
110000106828,A01,1,186,Cells,Alexa568,0.00413950346410275,18.5910915727727,0.0676155611872673,0.00879090093076229,0.00073144631460309
110000106828,A01,1,285,Cells,Alexa568,0.00257265043910593,14.632345601276,0.0777019411325455,0.0036158487200737,0.000884273205883801
110000106828,A01,1,269,Cells,Alexa568,0.00430137757211924,10.3103615390719,0.0572385229170322,0.00932337623089552,0.000608868256676942
110000106828,A01,1,508,Cells,Alexa568,0.00230411230586469,12.2298095303995,0.074275940656662,0.00454013282433152,0.000366216525435448
110000106828,A01,1,144,Cells,Alexa568,0.00196846062317491,14.7130976354238,0.0806540697813034,0.00325533770956099,0.0005398447974585
110000106828,A01,1,334,Cells,Alexa568,0.00393722532317042,14.9001175728627,0.0571310222148895,0.00757574802264571,0.000495798769406974
110000106828,A01,1,203,Cells,Alexa568,0.00236449600197375,7.09401848056586,0.0605311244726181,0.00758790597319603,0.000730844272766262
110000106828,A01,1,391,Cells,Alexa568,0.00340854929527268,15.3672024778207,0.0500866621732712,0.00994489202275872,0.00056319817667827
110000106828,A01,1,365,Cells,Alexa568,0.00544433575123549,10.3437586373184,0.0439690798521042,0.00839592330157757,0.00101456115953624
110000106828,A01,1,423,Cells,Alexa568,0.00391216669231653,10.4239600077854,0.0601300857961178,0.0110667990520597,0.000828796473797411
110000106828,A01,1,189,Cells,Alexa568,0.00298454379662871,15.9156330857077,0.0777570977807045,0.00907631730660796,0.000378310971427709
110000106828,A01,1,259,Cells,Alexa568,0.00288037303835154,10.782934426039,0.0456830970942974,0.0053399431053549,0.000739842827897519
110000106828,A01,1,437,Cells,Alexa568,0.00325391977094114,13.6281035488355,0.0443193651735783,0.00493861874565482,0.000807908247224987
110000106828,A01,1,412,Cells,Alexa568,0.00555779226124287,19.2625701677171,0.0895767360925674,0.00861240085214376,0.000870672345627099
110000106828,A01,1,360,Cells,Alexa568,0.00516517891082913,22.3789120709989,0.0799572765827179,0.0148928053677082,0.000915541313588619
110000106828,A01,1,174,Cells,Alexa568,0.00178406108170748,12.0820485788863,0.0554638020694256,0.00331580499187112,0.000394521979615092
110000106828,A01,1,542,Cells,Alexa568,0.00658922293223441,16.2063343977788,0.102438345551491,0.0186936389654875,0.000790419289842248
110000106828,A01,1,97,Cells,Alexa568,0.00196002182201482,11.6955848101061,0.0704923123121262,0.00465352018363774,0.00066408870043233
110000106828,A01,1,224,Cells,Alexa568,0.0045106983743608,28.6679916868452,0.130022957921028,0.0106348427943885,0.000663391721900552
110000106828,A01,1,473,Cells,Alexa568,0.0132789989002049,15.2499024365097,0.110024705529213,0.0276352930814028,0.00159735325723886
110000106828,A01,1,225,Cells,Alexa568,0.00171952415257692,6.60574252082733,0.0551683343946934,0.00399401597678661,0.000605272478424013
110000106828,A01,1,39,Cells,Alexa568,0.0017119322437793,11.6780565370864,0.0553070977330208,0.00470444373786449,0.000269595620920882
110000106828,A01,1,407,Cells,Alexa568,0.00613335939124227,10.8745620839763,0.0562566518783569,0.0118971671909094,0.00098785141017288
110000106828,A01,1,196,Cells,Alexa568,0.00197014480363578,18.6372881079442,0.0594697333872318,0.00382437091320753,0.000474085565656424
110000106828,A01,1,233,Cells,Alexa568,0.00610171910375357,6.44363149814308,0.0413788296282291,0.0111082708463073,0.000822834903374314
110000106828,A01,1,504,Cells,Alexa568,0.0038682563463226,24.4633288571495,0.0564003176987171,0.00649388413876295,0.000578751496504992
110000106828,A01,1,79,Cells,Alexa568,0.00460573483724147,6.30727928818669,0.0700839534401894,0.0112390639260411,0.000494819541927427
110000106828,A01,1,283,Cells,Alexa568,0.00286714010871947,16.5320366772939,0.0716494917869568,0.00462707225233316,0.000800160807557404
110000106828,A01,1,302,Cells,Alexa568,0.00443320861086249,15.7882621018798,0.0720212906599045,0.0107377720996737,0.000881777319591492
110000106828,A01,1,326,Cells,Alexa568,0.00243845768272877,17.2635550811538,0.0714903175830841,0.00587473320774734,0.000589792965911329
110000106828,A01,1,87,Cells,Alexa568,0.00326648727059364,11.3493187949643,0.059766098856926,0.00517857726663351,0.000664782419335097
110000106828,A01,1,532,Cells,Alexa568,0.00837218388915062,10.9103011141997,0.0608606971800327,0.0124399485066533,0.000947603839449584
110000106828,A01,1,92,Cells,Alexa568,0.0022705071605742,10.9766093436629,0.0402093417942524,0.00421541230753064,0.000596757337916642
110000106828,A01,1,348,Cells,Alexa568,0.00578835001215339,11.0714943103958,0.0582708530128002,0.010836633387953,0.00080021726898849
110000106828,A01,1,161,Cells,Alexa568,0.00234114774502814,13.0182925676927,0.0445216670632362,0.00375159922987223,0.000696615490596741
110000106828,A01,1,155,Cells,Alexa568,0.00289236498065293,13.2983765764511,0.0887355729937554,0.00518307462334633,0.000656431540846825
110000106828,A01,1,138,Cells,Alexa568,0.00220714078750461,10.8718717576121,0.0610791705548763,0.00597982574254274,0.000680522934999317
110000106828,A01,1,419,Cells,Alexa568,0.00306706340052187,9.12064855435165,0.0376134887337685,0.00653086137026548,0.000427252613008022
110000106828,A01,1,400,Cells,Alexa568,0.00421911966986954,14.3068437548354,0.0699931308627129,0.0079499501734972,0.000717174028977752
110000106828,A01,1,492,Cells,Alexa568,0.00957896700128913,17.834159671911,0.0611295476555824,0.0227015279233456,0.00104275811463594
110000106828,A01,1,380,Cells,Alexa568,0.00589380855672061,13.6750072586583,0.052836824208498,0.00864021154120564,0.000979122123681009
110000106828,A01,1,427,Cells,Alexa568,0.0026974945794791,7.86721403186675,0.0362075343728065,0.0058043641038239,0.000676104158628732
110000106828,A01,1,308,Cells,Alexa568,0.00721817871090025,17.3204122119932,0.0723584070801735,0.0187515923753381,0.000855314952787012
110000106828,A01,1,406,Cells,Alexa568,0.00998214539140463,17.5283180741826,0.0725060552358627,0.0134602817706764,0.00130529201123863
110000106828,A01,1,272,Cells,Alexa568,0.0052577753085643,8.28066222619964,0.0618643127381802,0.0106410682201385,0.000764588650781661
110000106828,A01,1,451,Cells,Alexa568,0.00391116971150041,9.28937303193379,0.0351496003568172,0.00574130192399025,0.000856029568240047
110000106828,A01,1,74,Cells,Alexa568,0.0042267139069736,9.62929712003097,0.0533454194664955,0.00724748009815812,0.000733117340132594
110000106828,A01,1,254,Cells,Alexa568,0.00880629243329167,10.7752628011513,0.0735781565308571,0.0183441415429115,0.000722048978786916
110000106828,A01,1,69,Cells,Alexa568,0.00322845537448302,12.817747340363,0.0661360621452332,0.00561157031916082,0.000574612466152757
110000106828,A01,1,325,Cells,Alexa568,0.0111324388999492,11.0762786187697,0.0571912340819836,0.0238711461424828,0.00173189141787589
110000106828,A01,1,505,Cells,Alexa568,0.00493052415549755,16.530349491688,0.0713774263858795,0.0146062141284347,0.00052720436360687
110000106828,A01,1,191,Cells,Alexa568,0.00495973171200603,6.88717078091577,0.0508698597550392,0.00809428328648209,0.00101957225706428
110000106828,A01,1,182,Cells,Alexa568,0.00346900132717565,13.4223177264794,0.0616618320345879,0.00741899898275733,0.000559372478164733
110000106828,A01,1,212,Cells,Alexa568,0.00301661581033841,15.2690409311908,0.086826391518116,0.00661584688350558,0.000398496515117586
110000106828,A01,1,443,Cells,Alexa568,0.00371758313849568,12.1967242332757,0.0492662228643894,0.00634984765201807,0.0008808997226879
110000106828,A01,1,433,Cells,Alexa568,0.00315982662141323,16.8274114125525,0.113412871956825,0.00688778283074498,0.000811824342235923
110000106828,A01,1,235,Cells,Alexa568,0.00253479857929051,10.7810800428269,0.048067320138216,0.00492391921579838,0.00058387266471982
110000106828,A01,1,160,Cells,Alexa568,0.00484008237253875,9.0381131771137,0.0554824993014336,0.0111816599965096,0.00081662752199918
